method,model,case_id,rounds,total_time_minutes,per_round_minutes,logs_path
AutoDAN,DeepSeek-R1-Distill-Qwen-1.5B,27,1.0,0.127,0.127,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-1.5B/test_cases/test_cases_individual_behaviors/advbench_subset_27/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-1.5B,28,1.0,0.127,0.127,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-1.5B/test_cases/test_cases_individual_behaviors/advbench_subset_28/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-1.5B,29,1.0,0.127,0.127,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-1.5B/test_cases/test_cases_individual_behaviors/advbench_subset_29/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-1.5B,30,1.0,0.127,0.127,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-1.5B/test_cases/test_cases_individual_behaviors/advbench_subset_30/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-1.5B,31,1.0,0.12,0.12,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-1.5B/test_cases/test_cases_individual_behaviors/advbench_subset_31/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-1.5B,32,1.0,0.12,0.12,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-1.5B/test_cases/test_cases_individual_behaviors/advbench_subset_32/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-1.5B,33,1.0,0.12,0.12,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-1.5B/test_cases/test_cases_individual_behaviors/advbench_subset_33/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-1.5B,34,1.0,0.12,0.12,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-1.5B/test_cases/test_cases_individual_behaviors/advbench_subset_34/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-1.5B,35,1.0,0.12,0.12,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-1.5B/test_cases/test_cases_individual_behaviors/advbench_subset_35/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-1.5B,36,1.0,0.121,0.121,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-1.5B/test_cases/test_cases_individual_behaviors/advbench_subset_36/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-1.5B,37,1.0,0.121,0.121,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-1.5B/test_cases/test_cases_individual_behaviors/advbench_subset_37/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-1.5B,38,1.0,0.121,0.121,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-1.5B/test_cases/test_cases_individual_behaviors/advbench_subset_38/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-1.5B,39,1.0,0.121,0.121,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-1.5B/test_cases/test_cases_individual_behaviors/advbench_subset_39/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-1.5B,40,1.0,0.121,0.121,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-1.5B/test_cases/test_cases_individual_behaviors/advbench_subset_40/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-1.5B,41,1.0,0.125,0.125,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-1.5B/test_cases/test_cases_individual_behaviors/advbench_subset_41/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-1.5B,42,1.0,0.125,0.125,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-1.5B/test_cases/test_cases_individual_behaviors/advbench_subset_42/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-1.5B,43,1.0,0.125,0.125,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-1.5B/test_cases/test_cases_individual_behaviors/advbench_subset_43/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-1.5B,44,1.0,0.125,0.125,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-1.5B/test_cases/test_cases_individual_behaviors/advbench_subset_44/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-1.5B,45,1.0,0.125,0.125,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-1.5B/test_cases/test_cases_individual_behaviors/advbench_subset_45/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-1.5B,46,1.0,0.127,0.127,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-1.5B/test_cases/test_cases_individual_behaviors/advbench_subset_46/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-1.5B,47,1.0,0.127,0.127,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-1.5B/test_cases/test_cases_individual_behaviors/advbench_subset_47/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-1.5B,48,1.0,0.127,0.127,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-1.5B/test_cases/test_cases_individual_behaviors/advbench_subset_48/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-1.5B,49,1.0,0.127,0.127,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-1.5B/test_cases/test_cases_individual_behaviors/advbench_subset_49/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-1.5B,50,1.0,0.127,0.127,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-1.5B/test_cases/test_cases_individual_behaviors/advbench_subset_50/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,1,1.0,-1,-1,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_1/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,2,1.0,-1,-1,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_2/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,3,1.0,-1,-1,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_3/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,4,1.0,-1,-1,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_4/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,5,1.0,-1,-1,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_5/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,6,1.0,0.266,0.266,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_6/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,7,1.0,0.266,0.266,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_7/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,8,1.0,0.266,0.266,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_8/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,9,1.0,0.266,0.266,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_9/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,10,1.0,0.266,0.266,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_10/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,11,1.0,0.266,0.266,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_11/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,12,1.0,0.266,0.266,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_12/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,13,1.0,0.266,0.266,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_13/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,14,1.0,0.266,0.266,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_14/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,15,1.0,0.266,0.266,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_15/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,16,1.0,0.267,0.267,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_16/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,17,1.0,0.267,0.267,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_17/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,18,1.0,0.267,0.267,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_18/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,19,1.0,0.267,0.267,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_19/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,20,1.0,0.267,0.267,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_20/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,21,1.0,0.267,0.267,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_21/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,22,1.0,0.267,0.267,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_22/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,23,1.0,0.267,0.267,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_23/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,24,1.0,0.267,0.267,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_24/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,25,1.0,0.267,0.267,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_25/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,26,1.0,0.268,0.268,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_26/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,27,1.0,0.268,0.268,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_27/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,28,1.0,0.268,0.268,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_28/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,29,1.0,0.268,0.268,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_29/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,30,1.0,0.268,0.268,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_30/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,31,1.0,0.266,0.266,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_31/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,32,1.0,0.266,0.266,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_32/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,33,1.0,0.266,0.266,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_33/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,34,1.0,0.266,0.266,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_34/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,35,1.0,0.266,0.266,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_35/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,36,1.0,0.268,0.268,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_36/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,37,1.0,0.268,0.268,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_37/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,38,1.0,0.268,0.268,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_38/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,39,1.0,0.268,0.268,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_39/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,40,1.0,0.268,0.268,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_40/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,41,1.0,0.266,0.266,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_41/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,42,1.0,0.266,0.266,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_42/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,43,1.0,0.266,0.266,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_43/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,44,1.0,0.266,0.266,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_44/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,45,1.0,0.266,0.266,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_45/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,46,1.0,0.268,0.268,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_46/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,47,1.0,0.268,0.268,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_47/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,48,1.0,0.268,0.268,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_48/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,49,1.0,0.268,0.268,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_49/logs.json
AutoDAN,DeepSeek-R1-Distill-Qwen-7B,50,1.0,0.268,0.268,/data2/zwh/HarmBench/results_full_50/AutoDAN/DeepSeek-R1-Distill-Qwen-7B/test_cases/test_cases_individual_behaviors/advbench_subset_50/logs.json
AutoDAN,qwen_1_8b_chat,1,1.0,-1,-1,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_1/logs.json
AutoDAN,qwen_1_8b_chat,2,1.0,-1,-1,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_2/logs.json
AutoDAN,qwen_1_8b_chat,3,1.0,-1,-1,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_3/logs.json
AutoDAN,qwen_1_8b_chat,4,1.0,-1,-1,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_4/logs.json
AutoDAN,qwen_1_8b_chat,5,1.0,-1,-1,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_5/logs.json
AutoDAN,qwen_1_8b_chat,6,1.0,0.119,0.119,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_6/logs.json
AutoDAN,qwen_1_8b_chat,7,1.0,0.119,0.119,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_7/logs.json
AutoDAN,qwen_1_8b_chat,8,1.0,0.119,0.119,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_8/logs.json
AutoDAN,qwen_1_8b_chat,9,1.0,0.119,0.119,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_9/logs.json
AutoDAN,qwen_1_8b_chat,10,1.0,0.119,0.119,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_10/logs.json
AutoDAN,qwen_1_8b_chat,11,1.0,0.121,0.121,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_11/logs.json
AutoDAN,qwen_1_8b_chat,12,1.0,0.121,0.121,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_12/logs.json
AutoDAN,qwen_1_8b_chat,13,1.0,0.121,0.121,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_13/logs.json
AutoDAN,qwen_1_8b_chat,14,1.0,0.121,0.121,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_14/logs.json
AutoDAN,qwen_1_8b_chat,15,1.0,0.121,0.121,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_15/logs.json
AutoDAN,qwen_1_8b_chat,16,1.0,0.119,0.119,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_16/logs.json
AutoDAN,qwen_1_8b_chat,17,1.0,0.119,0.119,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_17/logs.json
AutoDAN,qwen_1_8b_chat,18,1.0,0.119,0.119,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_18/logs.json
AutoDAN,qwen_1_8b_chat,19,1.0,0.119,0.119,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_19/logs.json
AutoDAN,qwen_1_8b_chat,20,1.0,0.119,0.119,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_20/logs.json
AutoDAN,qwen_1_8b_chat,21,1.0,0.12,0.12,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_21/logs.json
AutoDAN,qwen_1_8b_chat,22,1.0,0.12,0.12,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_22/logs.json
AutoDAN,qwen_1_8b_chat,23,1.0,0.12,0.12,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_23/logs.json
AutoDAN,qwen_1_8b_chat,24,1.0,0.12,0.12,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_24/logs.json
AutoDAN,qwen_1_8b_chat,25,1.0,0.12,0.12,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_25/logs.json
AutoDAN,qwen_1_8b_chat,26,1.0,0.119,0.119,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_26/logs.json
AutoDAN,qwen_1_8b_chat,27,1.0,0.119,0.119,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_27/logs.json
AutoDAN,qwen_1_8b_chat,28,1.0,0.119,0.119,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_28/logs.json
AutoDAN,qwen_1_8b_chat,29,1.0,0.119,0.119,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_29/logs.json
AutoDAN,qwen_1_8b_chat,30,1.0,0.119,0.119,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_30/logs.json
AutoDAN,qwen_1_8b_chat,31,1.0,0.121,0.121,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_31/logs.json
AutoDAN,qwen_1_8b_chat,32,1.0,0.121,0.121,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_32/logs.json
AutoDAN,qwen_1_8b_chat,33,1.0,0.121,0.121,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_33/logs.json
AutoDAN,qwen_1_8b_chat,34,1.0,0.121,0.121,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_34/logs.json
AutoDAN,qwen_1_8b_chat,35,1.0,0.121,0.121,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_35/logs.json
AutoDAN,qwen_1_8b_chat,36,1.0,1.098,1.098,/data2/zwh/HarmBench/results_full_50/AutoDAN/qwen_1_8b_chat/test_cases/test_cases_individual_behaviors/advbench_subset_36/logs.json
